year;month;hour;state_event;country_event;airline_operator;route;aircraft_type;total_aboard;passengers_aboard;crew_aboard;all_fatalities;passengers_fatalities;crew_fatalities;all_killed_ground
1982;7;;;Philippines;Philippine Air Lines;Jolo-Kota Kinabalu;Hawker Siddeley HS-748-209 Srs. 2;30.0;25.0;5.0;4.0;3.0;1.0;0.0
1982;7;2.0;California;United States;Western Helicopter;Movie set;Bell UH-1B Huey Helicopter;1.0;0.0;1.0;0.0;0.0;0.0;3.0
1982;8;;;;Pan American World Airways;Tokyo - Honolulu;Boeing B-747-121;285.0;270.0;25.0;1.0;1.0;0.0;0.0
1982;8;;;;Burma Airways;;de Havilland Canada DHC-6 Twin Otter 300;8.0;5.0;3.0;8.0;5.0;3.0;0.0
1982;8;9.0;;Nicaragua;Military - Nicaraguan Air Force;Managua - El Rodeo;Arava 201;20.0;18.0;2.0;20.0;18.0;2.0;0.0
1982;8;17.0;Georgia;United States;Aeroflot / Aeroflot;Sukhumi - Kutaisi;Let 410UVP Turbojet / Tupolev TU-134V;11.0;9.0;2.0;11.0;9.0;2.0;0.0
1982;9;;;Ecuador;Aerolineas Condor;Zumba - Loja;de Havilland Canada DHC-4A Caribou;44.0;41.0;3.0;44.0;41.0;3.0;0.0
1982;9;;;Brazil;Cia Brasiliera de Tratores;Porto Velho - Rio Branco;Gates Learjet 25B;10.0;8.0;2.0;10.0;8.0;2.0;0.0
1982;9;12.0;;;Military - U.S. Army;;Boeing Vertol CH-47C (helicopter);46.0;42.0;4.0;46.0;42.0;4.0;0.0
1982;9;12.0;;Spain;Spantax;Malaga - New York City;McDonnell Douglas DC-10-30CF;394.0;381.0;13.0;50.0;47.0;3.0;0.0
1982;9;19.0;;Luxembourg;Aeroflot;Moscou-Luxembourg-La Havane-Lima;Ilyushin IL-62M;77.0;66.0;11.0;7.0;;;0.0
1982;11;;;;Far Eastern Air Transport;;Bell 212;15.0;;;15.0;;;0.0
1982;11;;;Angola;TAAG Angola Airlines;;Antonov AN-26;15.0;9.0;6.0;15.0;9.0;6.0;0.0
1982;11;;;Colombia;Aerolineas Centrales de Colombia;San Jose del Guaviare - Bogotá;de Havilland Canada DHC-6 Twin Otter 310;22.0;20.0;2.0;22.0;20.0;2.0;0.0
1982;12;19.0;Colorado;United States;Pioneer Airlines;Sante Fe, NM - Pueblo, CO;Swearingen SA.227AC Metro III;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1982;12;13.0;;Chile;Aeronor Chile;Santiago - La Serena;Fairchild F-27J;46.0;42.0;4.0;46.0;42.0;4.0;0.0
1982;12;14.0;;Nicaragua;Military - Nicaraguan Air Force;;Mil Mi-8 (helicopter);88.0;84.0;4.0;84.0;84.0;0.0;0.0
1982;12;20.0;;Russia;Aeroflot;Rostov-on-Don - Krasnovodsk;Antonov AN-26;16.0;0.0;16.0;16.0;0.0;16.0;0.0
1982;12;17.0;;China;CAAC;Changsha-Canton;Ilyushin IL-18B;69.0;58.0;11.0;25.0;25.0;0.0;0.0
1983;1;;Minnesota;United States;46826/109;Minneapolis-St Paul - Brainerd;Convair 580-11A;33.0;30.0;3.0;1.0;1.0;0.0;0.0
1983;1;2.0;Michigan;United States;United Air Lines;Detroit - Los Angeles;McDonnell Douglas DC-8-54F37;3.0;0.0;3.0;3.0;0.0;3.0;0.0
1983;1;22.0;;Turkey;Turkish Airlines (THY);Paris-Tripoli-Istanbul-Ankara;Boeing B-727-2F2;67.0;60.0;7.0;47.0;47.0;0.0;0.0
1983;2;;North Carolina;United States;Military - U.S. Air Force;;Lockheed C-130H Hercules;6.0;0.0;6.0;6.0;0.0;6.0;0.0
1983;3;;;Brazil;Aeroleo Taxi Aereo;;Bell 212;11.0;;;11.0;;;0.0
1983;3;;;Afghanistan;Bakhtar Afghan Airlines;Uruzgan-Kaboul;de Havilland Canada DHC-6 Twin Otter 300;19.0;17.0;2.0;19.0;17.0;2.0;0.0
1983;3;7.0;;;Avensa;Caracas - Barquisimeto;McDonnell Douglas DC-9-32;50.0;45.0;5.0;23.0;22.0;1.0;0.0
1983;3;5.0;New Jersey;United States;Central Airlines;Chicago - Newark;Learjet 25;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1983;4;14.0;Alaska;United States;Munz Northern Airlines;Nome - Ambler;Britten-Norman BN-2A-8 Islander;3.0;2.0;1.0;2.0;1.0;1.0;0.0
1983;4;;;Sudan;Air Liberia;Khartoum-Monrovia;Hawker Siddeley HS-748-329 Srs. 2A;9.0;6.0;3.0;8.0;5.0;3.0;9.0
1983;4;18.0;;Russia;Aeroflot;Nalchik - Leninakan;Yakovlev YAK-40;21.0;17.0;4.0;21.0;17.0;4.0;0.0
1983;4;7.0;;Japan;Japan Air Self-Defence Force;Training;Kawasaki C-1 / Kawasaki C-1;14.0;;;14.0;;;0.0
1983;4;17.0;;Japan;Military - Japan Maritime Self Defense Force;Training;Shin Meiwa PS-1;14.0;0.0;14.0;11.0;0.0;11.0;0.0
1983;4;15.0;;Ecuador;SAN Ecuador;Guayaquil - Quito;Sud Aviation SE-210 Caravelle VIR;100.0;94.0;6.0;8.0;7.0;1.0;0.0
1983;4;12.0;Florida;United States;Military - United States Navy;Jacksonville NAS - Guantanamo Bay, Cuba;Convair CV-340;15.0;9.0;6.0;15.0;98.0;6.0;0.0
1983;5;10.0;;Thailand;Military - Royal Thai Air Force;;Fairchild C-123K;30.0;24.0;6.0;30.0;24.0;6.0;0.0
1983;5;9.0;;Bahamas;Eastern Air Lines;Miami, FL - Nassau, Bahamas;Lockheed L-1011;172.0;162.0;10.0;0.0;0.0;0.0;0.0
1983;5;;;Russia;Military - Soviet Air Force;Petropavlovsk-Kamchatsky - Klyuchi;Antonov An-26;37.0;31.0;6.0;33.0;37.0;6.0;0.0
1983;6;8.0;;Indonesia;Garuda Indonesia Airlines;Bandar Lampung-Djakarta;Fokker F-28 Fellowship 3000RC;61.0;57.0;4.0;3.0;1.0;2.0;0.0
1983;6;19.0;Kentucky;United States;Air Canada;Dallas-Fort Worth - Toronto;McDonnell Douglas DC-9-32;46.0;41.0;5.0;23.0;23.0;0.0;0.0
1983;6;12.0;;Taiwan;Military - Republic of China Air Force;Kinmen-Taipei;Fairchild C-199G;47.0;39.0;8.0;47.0;39.0;8.0;0.0
1983;6;13.0;Alaska;United States;Reeve Aleutian Airways;Cold Bay, Alaska - Seattle, Washington;Lockheed L-188C Electra;15.0;10.0;5.0;0.0;0.0;0.0;0.0
1983;6;4.0;Hawaii;United States;Military - U.S. Navy;Brabers Point-Barbers Point;Lockheed P-3B Orion;14.0;0.0;14.0;14.0;0.0;14.0;0.0
1983;6;;;Mali;Air Mali;;de Havilland Canada DHC-6 Twin Otter 300;7.0;5.0;2.0;7.0;5.0;2.0;0.0
1983;6;12.0;Nevada;United States;Military - U.S. Air Force;Training;Lockheed C-130H Hercules;6.0;1.0;5.0;6.0;1.0;5.0;0.0
1983;7;;;Guinea;CAAK;Pyongyang - Conakry;Ilyushin IL-62M;23.0;;;23.0;;;0.0
1983;7;7.0;;Ecuador;TAME;Quito - Cuenca;Boeing B-737-2V2;119.0;111.0;8.0;119.0;111.0;8.0;0.0
1983;7;;;;British Airways Helicopters;Penzance - Scilly Islands;Sikorsky S-61N-II;26.0;23.0;3.0;20.0;19.0;1.0;0.0
1983;7;19.0;;Canada;Air Canada;Montreal - Edmonton;Boeing B-767-233ER;69.0;61.0;8.0;0.0;0.0;0.0;0.0
1983;8;12.0;Arizona;United States;Las Vegas Airlines;Las Vegas, NV  - Grand Canyon, AZ;Piper PA-31-350 Chieftain;10.0;9.0;1.0;10.0;9.0;1.0;0.0
1983;8;23.0;;;Aeroflot;Kazan - Chelyabinsk - Alma-Ata;Tupolev TU-134A;90.0;84.0;6.0;90.0;84.0;6.0;0.0
1983;9;18.0;;Russia;Korean Airlines;Anchorage - Seoul;Boeing B-747-230B;269.0;246.0;23.0;269.0;246.0;23.0;0.0
1983;9;;;Canada;Central Mountain Air Services;Campbell River - Smithers;Britten-Norman BN-2A-21 Islander;9.0;;;9.0;;;0.0
1983;9;9.0;;China;CAAC;Guilin - Beijing;Hawker Siddeley Trident 2E /  II-28;106.0;100.0;6.0;11.0;11.0;0.0;0.0
1983;9;15.0;;;Gulf Air;Karachi - Abu Dhabi;Boeing B-737-2P6;112.0;107.0;5.0;112.0;107.0;5.0;0.0
1983;9;;;Taiwan;Taiwan Airlines;Taitung-Lanyu Island;Britten-Norman BN-2A-26 Trislander;10.0;9.0;1.0;10.0;9.0;1.0;0.0
1983;10;;;Brazil;TAM Lineas Aéreas Regional;Campo Grande - Araçatuba;Embraer 110C Bandeirante;15.0;13.0;2.0;7.0;5.0;2.0;0.0
1983;10;;;;Burma Airways;Lonkin - Myitkyina;de Havilland Canada DHC-6 Twin Otter 300;14.0;11.0;3.0;9.0;6.0;3.0;0.0
1983;10;20.0;Illinois;United States;Air Illinois;Springfield, Il - Carbondale, IL;Hawker Siddeley HS-748-FAA;10.0;7.0;3.0;10.0;7.0;3.0;0.0
1983;10;13.0;Pennsylvania;United States;Pennsylvania Airlines;Middletown - Washington DC;Shorts 330-200;30.0;27.0;3.0;1.0;1.0;0.0;0.0
1983;11;15.0;;Angola;TAAG Angola Airlines;Lubango - Luanda;Boeing B-737-200;130.0;126.0;4.0;130.0;126.0;4.0;0.0
1983;11;;;Canada;Austin Airways;;de Havilland Canada DHC-6 Twin Otter 300;7.0;5.0;2.0;4.0;4.0;0.0;0.0
1983;11;10.0;;Spain;AVIANCA;Paris - Madrid - Bogota;Boeing B-747-283B;192.0;169.0;23.0;181.0;158.0;23.0;0.0
1983;11;11.0;;Nigeria;Nigeria Airways;Calabar-Enugu;Fokker F-28 Fellowship 2000;72.0;66.0;6.0;53.0;51.0;2.0;0.0
1983;12;9.0;;Spain;Iberia Airlines / Aviaco;Madrid - Rome;Boeing B-727-200 / DC9-32;135.0;120.0;15.0;93.0;87.0;6.0;0.0
1983;12;15.0;;Colombia;TAMPA Colombia;Medellin - Miami;Boeing 707-373C;3.0;0.0;3.0;3.0;0.0;3.0;22.0
1983;12;13.0;;Canada;Inuvik Coastal Airways;Inuvik - Paulatuk;de Havilland Canada DHC-6 Twin Otter 200;12.0;10.0;2.0;2.0;1.0;1.0;0.0
1983;12;8.0;;Russia;Aeroflot;Arkhangelsk - Leshukonskoye;Antonov AN-24;49.0;44.0;5.0;44.0;39.0;5.0;0.0
1984;1;;;Jordan;Military - Royal Jordanian Air Force;;CASA 212-A3 Aviocar 100;13.0;;;13.0;;;0.0
1984;1;;;Russia;Aeroflot;;Mi-6;76.0;71.0;5.0;38.0;38.0;0.0;0.0
1984;1;22.0;Missouri;United States;Skycraft Air Transport;Saint Louis, MO - Toronto, Canada;Douglas DC-3;2.0;0.0;2.0;1.0;0.0;1.0;0.0
1984;1;;;Bulgaria;Balkan Bulgarian Airlines;Berlin - Sofia;Tupolev TU-134A;50.0;45.0;5.0;50.0;45.0;5.0;0.0
1984;1;;;Bolivia;North East Bolivian Airways;Cochabamba-La Paz;Douglas EC-54U;3.0;0.0;3.0;1.0;0.0;1.0;0.0
1984;1;;;Russia;Aeroflot;Kuibyshev - Izhevsk;Antonov An-24RV;51.0;47.0;4.0;4.0;3.0;1.0;0.0
1984;1;6.0;Indiana;United States;Britt Airways;Training;Swearingen SA.226TC Metro II;3.0;1.0;2.0;3.0;1.0;2.0;0.0
1984;2;;;Ethiopia;Military - Ethiopian Air Force;;Antonov AN-12;38.0;33.0;5.0;26.0;;;0.0
1984;2;;;El Salvador;Military - Salvadoran Air Force;;Bell UH-1H / Bell UH-1H;28.0;;;28.0;;;0.0
1984;2;16.0;New York;United States;Scandinavian Airlines (SAS);Oslo, Norway, New York, NY;McDonnell Douglas DC-10-30;177.0;163.0;14.0;0.0;0.0;0.0;0.0
1984;3;7.0;;Colombia;Aerosucre Colombia;Barranquilla - Bogota;Curtiss C-46A;6.0;2.0;4.0;4.0;1.0;3.0;0.0
1984;3;;;Bolivia;Lloyd Aereo Boliviano;Trinidad-San Borja;Fairchild F-27M;23.0;20.0;3.0;23.0;20.0;3.0;0.0
1984;3;;;Bolivia;Frigorifico Reyes;;Douglas C-54;5.0;2.0;3.0;5.0;2.0;3.0;0.0
1984;3;4.0;;;Military - U.S. Marine Corps;Pohang - Kannung;Sikorsky CH-53D;29.0;;;29.0;;;0.0
1984;3;8.0;;;State Airlines;Ft. Lauderdale - Bimini;Cessna 402B;6.0;5.0;1.0;6.0;5.0;1.0;0.0
1984;4;;;Brazil;VOTEC / VOTEC;;Embraer 110EJ Band./Embraer 110P Band.;35.0;31.0;4.0;19.0;17.0;2.0;0.0
1984;5;;;Egypt;Military - Egyptian Air Force;;McDonnel F-4E Phantom II;2.0;0.0;2.0;2.0;0.0;2.0;19.0
1984;5;1.0;Pennsylvania;United States;Zantop International Airlines;Baltimore - Detroit;Lockheed L-188AF Electra;4.0;1.0;3.0;4.0;1.0;3.0;0.0
1984;6;23.0;Connecticut;United States;Air Continental;Syracuse-Windsor Locks;Learjet 23A;3.0;1.0;2.0;3.0;1.0;2.0;0.0
1984;6;2.0;New Jersey;United States;Air Taxi - Raco Helicopters Corp.;;Aerospeciale AS-350D;3.0;1.0;2.0;3.0;1.0;2.0;0.0
1984;6;;;Brazil;TAM Lineas Aéreas Regional;Rio de Janeiro - Macaé;Embraer 110C Bandeirante;18.0;16.0;2.0;18.0;16.0;2.0;0.0
1984;7;;;Philippines;Military - Philippine Air Force;;Bell UH-1H;30.0;;;30.0;;;0.0
1984;7;;;Italy;Military - U.S. Air Force;Sigonella - Diego Garcia;Lockheed C-141B;9.0;1.0;8.0;9.0;1.0;8.0;0.0
1984;7;13.0;;American Samoa;South Pacific Island Airways;Pango Pango - Tau Island;de Havilland Canada DHC-6 Twin Otter 300;14.0;11.0;3.0;1.0;1.0;0.0;0.0
1984;8;8.0;;;Vieques Air Link;Vieques, PR - St. Croix, VI;Britten-Norman BN-2A Islander;9.0;8.0;1.0;9.0;8.0;1.0;0.0
1984;8;;;Pakistan;Aeroflot;Aden - Karachi - Tashkent;Antonov AN-12BP;24.0;15.0;9.0;24.0;15.0;9.0;0.0
1984;8;;;Bangladesh;Bangladesh Biman;Chittagong-Patenga - Dhaka;Fokker F-27 Friendship 600;49.0;45.0;4.0;49.0;45.0;4.0;0.0
1984;8;1.0;Tennessee;United States;Aviation Enterprises;Memphis - Chicago;Douglas DC-3;3.0;1.0;2.0;3.0;1.0;2.0;0.0
1984;8;;;Indonesia;Airfast Indonesia;Wamena-Jayapura;Douglas C-47A;3.0;1.0;2.0;2.0;1.0;1.0;0.0
1984;8;11.0;California;United States;Wings West Airlines / Private;San Luis Obispo - San Fransisco;Beechcraft C99 / Rockwell 112TC;17.0;13.0;4.0;17.0;13.0;4.0;0.0
1984;8;;;Cameroon;Cameroon Airlines;Douala - Yaounde;Boeing B-737-2H7C;116.0;109.0;7.0;2.0;2.0;0.0;0.0
1984;9;;;;Talair;Wewak-Tabubil-Telefomin-Kiunga;Britten-Norman BN-2A-20 Islander;11.0;9.0;2.0;9.0;7.0;2.0;0.0
1984;9;21.0;Florida;United States;Provincetown - Boston Airlines;Naples, FL - Tampa, FL;Cessna 402C;6.0;5.0;1.0;1.0;1.0;0.0;0.0
1984;9;;;Zaire;MMM Aero Services;Kinshasa - Tshikapa;Handley Page Dart Herald 202;30.0;25.0;5.0;30.0;25.0;5.0;0.0
1984;9;;;Poland;APRL;Airshow;Antonov An-2T;25.0;22.0;3.0;11.0;11.0;0.0;0.0
1984;9;11.0;;Ecuador;AECA Cargo;Quito - Guayaquil;McDonnell Douglas DC-8F-55;4.0;0.0;4.0;4.0;0.0;4.0;49.0
1984;9;;;Afghanistan;Military - Russian Air Force;;Antonov AN-12;50.0;45.0;5.0;50.0;45.0;5.0;0.0
1984;10;;;Canada;Nahanni Air Services;Fort Norman - Fort Franklin;de Havilland Canada DHC-6 Twin Otter 100;7.0;6.0;1.0;7.0;6.0;1.0;0.0
1984;10;5.0;;Russia;Aeroflot;Krasnodar - Omsk;Tupolev TU-154B;179.0;170.0;9.0;174.0;169.0;5.0;4.0
1984;10;17.0;;Canada;Labradore Airways;St. Anthony - Goose Bay;de Havilland Canada DHC-6 Twin Otter 100;4.0;2.0;2.0;4.0;2.0;2.0;0.0
1984;10;;;Afghanistan;Mililtary - Soviet Air Force;Tachkent-Kaboul;Ilyushin IL-76M;11.0;7.0;4.0;11.0;7.0;4.0;0.0
1984;10;;;Philippines;Village Airways;Davao - Manila;Douglas C-47B;4.0;0.0;4.0;4.0;0.0;4.0;0.0
1984;11;;;Peru;TAME;Loja - Zumba;de Havilland Canada DHC-6 Twin Otter 300;14.0;12.0;2.0;14.0;12.0;2.0;0.0
1984;12;;;;Aeroflot;Kostroma -Kvanovo;LET 410 M;17.0;15.0;2.0;17.0;15.0;2.0;0.0
1984;12;18.0;Florida;United States;Provincetown - Boston Airlines;Jacksonville - Tampa;Embraer 110P1 Bandeirante;13.0;11.0;2.0;13.0;11.0;2.0;0.0
1984;12;14.0;;Peru;Military - Fuerza Aérea del Peru;;de Havilland Canada DHC-6 Twin Otter 300;21.0;18.0;3.0;21.0;18.0;3.0;0.0
1984;12;;;Nepal;Royal Nepal Airlines;Katmandou-Bhojpur;de Havilland Canada DHC-6 Twin Otter 300;23.0;20.0;3.0;15.0;12.0;3.0;0.0
1984;12;14.0;;Russia;Aeroflot;Krasnoyarsk - Irkutsk;Tupolev TU-154B-2;111.0;104.0;7.0;110.0;103.0;7.0;0.0
1985;1;20.0;;Bolivia;Eastern Air Lines;Asuncion, Paraguay - La Paz, Bolivia;Boeing B-727-225 Adv;29.0;19.0;10.0;29.0;19.0;10.0;0.0
1985;1;7.0;Kansas;United States;TPI International Airways;Detroit - Kansas City;Lockheed L-188AF Electra;3.0;0.0;3.0;3.0;0.0;3.0;0.0
1985;1;;;China;CAAC;Nanjing - Jinan;Antonov AN-24B;41.0;34.0;7.0;38.0;31.0;7.0;0.0
1985;1;8.0;;Cuba;Cubana de Aviacion;Havana - Managua;Ilyushin IL-18D;38.0;33.0;5.0;38.0;33.0;5.0;0.0
1985;1;23.0;New Mexico;United States;Air Taxi - EMS;Albuquerque, NM - Taos, NM -;Bell 206 L-1;3.0;2.0;1.0;3.0;2.0;1.0;0.0
1985;1;1.0;Nevada;United States;Galaxy Airlines;Reno, NV - Minneapolis-St. Paul, MN;Lockheed L-188A Electra;71.0;65.0;6.0;70.0;64.0;6.0;0.0
1985;1;9.0;;Honduras;Military - U.S. Air Force;Howard AFB - Trujillo AP;Lockheed C-130A;21.0;16.0;5.0;21.0;16.0;5.0;0.0
1985;1;10.0;;Colombia;Aerolineas Centrales de Colombia;Medellin - Quibdo;de Havilland Canada DHC-6 Twin Otter 300;23.0;21.0;2.0;23.0;21.0;2.0;0.0
1985;1;10.0;;Colombia;AIRES Colombia;Florencia - Cali;Embraer 110P1 Bandeirante;17.0;15.0;2.0;17.0;15.0;2.0;0.0
1985;2;8.0;;Belarus;Aeroflot;Minsk - Leningrad;Tupolev TU-134A;80.0;74.0;6.0;58.0;55.0;3.0;0.0
1985;2;19.0;Alaska;United States;North Pacific Airlines;Anchorage, AK - Anchorage, AK;Beech Queen Air 65-A80;9.0;8.0;1.0;9.0;8.0;1.0;0.0
1985;2;10.0;California;United States;China Airlines (Taiwan);Taipei - Los Angeles;Boeing B-747-SP-09;274.0;251.0;23.0;0.0;0.0;0.0;0.0
1985;2;9.0;;Spain;Iberia Airlines;Madrid - Bilbao;Boeing B-727-256;148.0;141.0;7.0;148.0;141.0;7.0;0.0
1985;2;;;Mali;Air Mali;Tombouctou - Bamako;Antonov AN-24V;51.0;49.0;2.0;50.0;48.0;2.0;0.0
1985;2;;Alaska;United States;Military - U.S. Air Force;Eielson-Valdez-Eielson;Boeing RC-135T;3.0;0.0;3.0;3.0;0.0;3.0;0.0
1985;3;;Texas;United States;Military - U.S. Air Force;Training;Lockheed C-130E Hercules;6.0;0.0;6.0;6.0;0.0;6.0;0.0
1985;3;9.0;;Colombia;SATENA;Bogota - San Vicente del Caguán - Florencia;Fokker F-28 Fellowship 3000;46.0;40.0;6.0;46.0;40.0;6.0;0.0
1985;4;;;Argentina;YPF;Buenos Aires - Salta;HS-125-700B;7.0;5.0;2.0;7.0;5.0;2.0;0.0
1985;4;23.0;;Thailand;Thai Airways;Bangkok - Phuket;Boeing B-737-200;11.0;4.0;7.0;11.0;4.0;7.0;0.0
1985;4;11.0;New Mexico;United States;American Airlines;Dallas, TX - San Diego, CA;Boeing B-727-227;89.0;81.0;8.0;0.0;0.0;0.0;0.0
1985;4;;;Bolivia;Carga Aereo Transportada;;Convair CV-440;4.0;1.0;3.0;4.0;1.0;3.0;0.0
1985;4;;;Greenland;Aeronica;Positioning;Fokker F-27 Friendship 100;5.0;0.0;5.0;2.0;0.0;2.0;0.0
1985;5;12.0;;Ukraine;Aeroflot / Soviet Air Force;Tallin - L'vov;Tupolev TU-134A / Antonov An-26;76.0;73.0;3.0;76.0;73.0;3.0;0.0
1985;5;12.0;;Japan;Military - U.S. Marine Corps;Iwakuni - Fulemma, Okinawa;CH-53D;17.0;15.0;2.0;17.0;15.0;2.0;0.0
1985;5;;;Venezuela;Avensa;Cabimas - Caracas;Convair CV-580;13.0;8.0;5.0;2.0;0.0;2.0;0.0
1985;5;23.0;Tennessee;United States;General Aviation Inc.;Nashville - Indianapolis;Grumman G-159 Gulfstream I;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1985;6;;;Greece;Trans World Airlines;Athens - Rome;Boeing B-727-231;153.0;145.0;8.0;1.0;1.0;0.0;0.0
1985;6;;;Brazil;TABA;Juara - Cuiaba;Embraer 110P Bandeirante;17.0;15.0;2.0;17.0;15.0;2.0;0.0
1985;6;7.0;;;Air India;Montreal - London;Boeing B-747-237B;329.0;307.0;22.0;329.0;307.0;22.0;0.0
1985;7;23.0;;Uzbekistan;Aeroflot;Karshi - Leningrad;Tupolev TU-154B-2;200.0;191.0;9.0;200.0;191.0;9.0;0.0
1985;7;17.0;;Colombia;Fuerza Aérea Colombiana;Leticia - Bogota;Douglas DC-6B;80.0;76.0;4.0;80.0;76.0;4.0;0.0
1985;8;18.0;Texas;United States;Delta Air Lines;Fort Lauderdale - Dallas-Fort Worth;Lockheed L-1011-1 TriStar;163.0;152.0;11.0;134.0;126.0;8.0;1.0
1985;8;18.0;;Japan;Japan Air Lines;Tokyo - Osaka;Boeing B-747-SR46;524.0;509.0;15.0;520.0;505.0;15.0;0.0
1985;8;;;Indonesia;Merpati Nusantara Airlines;;de Havilland Canada DHC-6 Twin Otter 300;19.0;16.0;3.0;8.0;8.0;0.0;0.0
1985;8;;;Yemen;Alyemda Airlines;Aden - Abu Dahbi;Boeing 707-336C;73.0;65.0;8.0;3.0;1.0;2.0;0.0
1985;8;6.0;;;British Airtours;Manchester - Kerkira;Boeing B-737-236;137.0;131.0;6.0;55.0;53.0;2.0;0.0
1985;8;22.0;Maine;United States;Bar Harbor Airlines;Boston, MA - Auburn, ME;Beechcraft 99;8.0;6.0;2.0;8.0;6.0;2.0;0.0
1985;8;;California;United States;Military - U.S. Air Force;Training;Boeing KC-135A;7.0;0.0;7.0;7.0;0.0;7.0;0.0
1985;9;11.0;;Afghanistan;Ariana Afghan Airlines;Kandahar - Farah;Antonov AN-26;52.0;47.0;5.0;52.0;47.0;5.0;0.0
1985;9;15.0;Wisconsin;United States;Midwest Express;Milwaukee - Atlanta;McDonnell Douglas DC-9-14;31.0;27.0;4.0;31.0;27.0;4.0;0.0
1985;9;;;Afghanistan;Military - Soviet Air Force;;Antonov AN-12;26.0;22.0;4.0;26.0;22.0;4.0;0.0
1985;9;;;Ukraine;MAP;Dnepropetrovsk - Moscow;Antonov An-12;9.0;4.0;5.0;9.0;4.0;5.0;0.0
1985;9;12.0;Georgia;United States;Air Carriers Express Services Inc;Parachuting;Cessna 208 Caravan I;17.0;16.0;1.0;17.0;16.0;1.0;0.0
1985;10;19.0;;Brazil;Nordeste Linhas Aéreas;Vitória da Conquista - Salvador;Embraer 110C Bandeirante;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1985;10;1.0;;Australia;Pel Air;Sidney - Brisbane;IAI 1124 Westwind;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1985;10;10.0;;;Aeroflot;Kutaisi - Poti;Yakovlev YAK-40;14.0;10.0;4.0;14.0;10.0;4.0;0.0
1985;10;;;Bolivia;Sabeni;Beni - La Paz;Curtiss C-46D;2.0;0.0;2.0;2.0;0.0;2.0;0.0
1985;10;21.0;Pennsylvania;United States;Mountain Air Cargo;State College - Pittsburgh;de Havilland Canada DHC-6 Twin Otter 200;1.0;0.0;1.0;1.0;0.0;1.0;0.0
1985;10;;;;Burma Airways;;Fokker F-27 Friendship 600;4.0;2.0;2.0;4.0;2.0;2.0;0.0
1985;11;;Alabama;United States;Military - U.S. Air Force;Test flight;Convair CV-340;4.0;0.0;4.0;4.0;0.0;4.0;0.0
1985;11;;;Indonesia;Military - Indonesian Air Force;;Lockheed C-130H Hercules;11.0;0.0;11.0;11.0;0.0;11.0;0.0
1985;11;20.0;;Malta;EgyptAir;Athens - Cairo;Boeing B-737-266;103.0;97.0;6.0;60.0;;;0.0
1985;11;;;Angola;Military - Angolan Air Force;Cuito - Menongue;Antonov AN-26;22.0;;;22.0;;;0.0
1985;12;6.0;;Canada;Arrow Airways;Gander - Fort Campbell, KY;McDonnell Douglas DC-8 Super 63PF;256.0;248.0;8.0;256.0;248.0;8.0;0.0
1985;12;;;Nepal;Military - Royal Nepalese Air Force;;Short SC7- Skyvan;25.0;22.0;3.0;25.0;22.0;3.0;0.0
1985;12;17.0;Texas;United States;Private;Guntersville - Dallas/Ft. Worth;Douglas DC-3;9.0;7.0;2.0;7.0;7.0;0.0;0.0
1986;1;8.0;;Guatemala;Aerovias de Guatemala SA;Guatemala City-Santa Elena;Sud-Aviation  Caravelle VI-N;94.0;88.0;6.0;94.0;88.0;6.0;0.0
1986;1;4.0;Minnesota;United States;Air Taxi;;Bell 296B;3.0;2.0;1.0;3.0;2.0;1.0;0.0
1986;1;7.0;;Brazil;VASP;Sao Paulo - Belo Horizonte;Boeing B-737-2A1;72.0;67.0;5.0;1.0;1.0;0.0;0.0
1986;1;;;Mexico;Aerocalifornia;Villa Constitucion - Los Mochis;Douglas DC-3A-178;21.0;18.0;3.0;21.0;18.0;3.0;0.0
1986;2;;;Zaire;GLM Aviation;Kasonga-Kinshasa;Lockheed L-188AF Electra;14.0;10.0;4.0;2.0;2.0;0.0;0.0
1986;2;18.0;;Taiwan;China Airlines (Taiwan);Taipei - Makung;Boeing B-737-281;13.0;6.0;7.0;13.0;6.0;7.0;0.0
1986;3;3.0;;Russia;Aeroflot;Cheboksary - Bugulma;Antonov AN-24B;38.0;34.0;4.0;38.0;34.0;4.0;0.0
1986;3;22.0;Michigan;United States;Simmons Airlines;Detroit, MI - Alpena, MI;Embraer 110P1 Bandeirante;9.0;7.0;2.0;3.0;2.0;1.0;0.0
1986;3;;;Indonesia;Merpati Nusantara Airlines;Manado - Naha;CASA 212 Aviocar 100;16.0;14.0;2.0;2.0;0.0;2.0;0.0
1986;3;9.0;;Canada;Goose Bay Air Services;Snegamook Lake - Goose Bay;de Havilland Canada DHC-3 Otter;5.0;4.0;1.0;4.0;3.0;1.0;0.0
1986;3;;;;Ministerstvo Obshchestvo Mashinostroyeniya;;Antonov An-12AP;9.0;3.0;6.0;9.0;3.0;6.0;0.0
1986;3;;;Central African Republic;Military - French Air Force;;Sepecat Jaguar A;0.0;0.0;0.0;0.0;0.0;0.0;35.0
1986;3;10.0;;Mozambique;Military - Mozambique Air Force;Pemba - Maputo;Antonov AN-26;54.0;51.0;3.0;49.0;46.0;3.0;0.0
